geographicAreaFS,Geographic Area,measuredItemParentFS,Item Parent,measuredItemChildFS,Item Child,timePointYearsSP,Year,Value,Aupus Required
272,"Serbia, Republic of",56,Maize,59,Bran of Maize [%],2011,2011,100,Y
272,"Serbia, Republic of",57,Germ of Maize,60,Oil of Maize [%],2011,2011,100,Y
272,"Serbia, Republic of",57,Germ of Maize,61,Cake of Maize [%],2011,2011,100,Y
272,"Serbia, Republic of",58,Flour of Maize,63,Maize Gluten [%],2011,2011,100,Y
272,"Serbia, Republic of",58,Flour of Maize,64,Starch of Maize [%],2011,2011,100,Y
272,"Serbia, Republic of",59,Bran of Maize,846,Gluten Feed and Meal [%],2011,2011,100,Y
272,"Serbia, Republic of",63,Maize Gluten,846,Gluten Feed and Meal [%],2011,2011,100,Y
272,"Serbia, Republic of",64,Starch of Maize,172,Glucose and Dextrose [%],2011,2011,100,Y
272,"Serbia, Republic of",71,Rye,72,Flour of Rye [%],2011,2011,100,Y
272,"Serbia, Republic of",71,Rye,73,Bran of Rye [%],2011,2011,100,Y
272,"Serbia, Republic of",75,Oats,76,"Oats, Rolled [%]",2011,2011,100,Y
272,"Serbia, Republic of",75,Oats,77,Bran of Oats [%],2011,2011,100,Y
272,"Serbia, Republic of",103,Mixed Grain,104,Flour of Mixed Grain [%],2011,2011,100,Y
272,"Serbia, Republic of",103,Mixed Grain,105,Bran of Mixed Grain [%],2011,2011,100,Y
272,"Serbia, Republic of",108,Cereals nes,111,Flour of Cereals [%],2011,2011,100,Y
272,"Serbia, Republic of",108,Cereals nes,112,Bran of Cereals [%],2011,2011,100,Y
272,"Serbia, Republic of",116,Potatoes,117,Flour of Potatoes [%],2011,2011,100,Y
272,"Serbia, Republic of",157,Sugar Beets,159,Beet Sugar [%],2011,2011,100,Y
272,"Serbia, Republic of",157,Sugar Beets,165,Molasses [%],2011,2011,100,Y
272,"Serbia, Republic of",157,Sugar Beets,169,"Beet Pulp, Dry [%]",2011,2011,100,Y
272,"Serbia, Republic of",162,"Sugar (Centrifugal, Raw)",164,Sugar Refined [%],2011,2011,100,Y
272,"Serbia, Republic of",164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,100,Y
272,"Serbia, Republic of",165,Molasses,632,Alcohol Non Food Purpose [%],2011,2011,100,Y
272,"Serbia, Republic of",222,Walnuts,232,Walnuts Shelled [%],2011,2011,100,Y
272,"Serbia, Republic of",236,Soybeans,237,Oil of Soya Beans [%],2011,2011,100,Y
272,"Serbia, Republic of",236,Soybeans,238,Cake of Soya Beans [%],2011,2011,100,Y
272,"Serbia, Republic of",237,Oil of Soya Beans,1275,Oils Hydrogenated [%],2011,2011,100,Y
272,"Serbia, Republic of",242,Groundnuts in Shell,243,Groundnuts Shelled [%],2011,2011,100,Y
272,"Serbia, Republic of",243,Groundnuts Shelled,246,Prepared Groundnuts [%],2011,2011,100,Y
272,"Serbia, Republic of",257,Oil of Palm,1276,Fatty Acids Oils 431.31 [%],2011,2011,100,Y
272,"Serbia, Republic of",267,Sunflower Seed,268,Oil of Sunflower Seed [%],2011,2011,100,Y
272,"Serbia, Republic of",267,Sunflower Seed,269,Cake of Sunflower Seed [%],2011,2011,100,Y
272,"Serbia, Republic of",268,Oil of Sunflower Seed,1242,Margarine + Shortening [%],2011,2011,100,Y
272,"Serbia, Republic of",270,Rapeseed,271,Oil of Rapeseed [%],2011,2011,100,Y
272,"Serbia, Republic of",270,Rapeseed,272,Cake of Rapeseed [%],2011,2011,100,Y
272,"Serbia, Republic of",292,Mustard Seed,295,Flour of Mustard [%],2011,2011,100,Y
272,"Serbia, Republic of",388,Tomatoes,390,Tomatojuice Single-Stren [%],2011,2011,100,Y
272,"Serbia, Republic of",403,"Onions, Dry",469,Vegetables Dehydrated [%],2011,2011,40,Y
272,"Serbia, Republic of",403,"Onions, Dry",473,Vegetables Frozen [%],2011,2011,60,Y
272,"Serbia, Republic of",406,Garlic,469,Vegetables Dehydrated [%],2011,2011,0,Y
272,"Serbia, Republic of",446,Green Corn (Maize),447,Sweet Corn Frozen [%],2011,2011,40,Y
272,"Serbia, Republic of",446,Green Corn (Maize),448,Sweet Corn Prep. or Pres [%],2011,2011,60,Y
272,"Serbia, Republic of",449,Mushrooms,450,Dried Mushrooms [%],2011,2011,100,Y
272,"Serbia, Republic of",463,Vegetables Fresh nes,475,Veg.Prep or Pres.Frozen [%],2011,2011,100,Y
272,"Serbia, Republic of",497,Lemons and Limes,513,Citrusjuice Single-Stren [%],2011,2011,100,Y
272,"Serbia, Republic of",507,Grapefruit and Pomelos,509,Grapefruitjuice Sing-Str [%],2011,2011,100,Y
272,"Serbia, Republic of",574,Pineapples,576,Pineapplejuice Sing-Stre [%],2011,2011,100,Y
272,"Serbia, Republic of",661,Cocoa Beans,662,Cocoa Paste [%],2011,2011,100,Y
272,"Serbia, Republic of",661,Cocoa Beans,663,Cocoa Husks+Shell [%],2011,2011,100,Y
272,"Serbia, Republic of",662,Cocoa Paste,664,Cocoa Butter [%],2011,2011,100,Y
272,"Serbia, Republic of",662,Cocoa Paste,665,Cocoa Powder and Cake [%],2011,2011,100,Y
272,"Serbia, Republic of",663,Cocoa Husks+Shell,666,Chocolate Products nes [%],2011,2011,100,Y
272,"Serbia, Republic of",664,Cocoa Butter,666,Chocolate Products nes [%],2011,2011,100,Y
272,"Serbia, Republic of",665,Cocoa Powder and Cake,666,Chocolate Products nes [%],2011,2011,100,Y
272,"Serbia, Republic of",866,Cattle,868,"Offals of Cattle, Edible [%]",2011,2011,100,Y
272,"Serbia, Republic of",866,Cattle,869,Fat of Cattle [%],2011,2011,100,Y
272,"Serbia, Republic of",866,Cattle,919,"Cattle Hides, Fresh [%]",2011,2011,100,Y
272,"Serbia, Republic of",867,Beef and Veal,870,"Beef and Veal,Boneless [%]",2011,2011,10,Y
272,"Serbia, Republic of",867,Beef and Veal,871,Cattle Butcher Fat [%],2011,2011,10,Y
272,"Serbia, Republic of",867,Beef and Veal,872,Beef Dried Salt Smoked [%],2011,2011,20,Y
272,"Serbia, Republic of",867,Beef and Veal,875,Beef Preparations [%],2011,2011,20,Y
272,"Serbia, Republic of",867,Beef and Veal,877,Homogenized Meat Prep. [%],2011,2011,30,Y
272,"Serbia, Republic of",867,Beef and Veal,1172,Meat Prepared nes [%],2011,2011,20,Y
272,"Serbia, Republic of",868,"Offals of Cattle, Edible",878,Liver Preparations [%],2011,2011,100,Y
272,"Serbia, Republic of",885,"Cream, Fresh",907,Processed Cheese [%],2011,2011,100,Y
272,"Serbia, Republic of",903,"Whey, Fresh",905,Whey Cheese [%],2011,2011,100,Y
272,"Serbia, Republic of",919,"Cattle Hides, Fresh",920,Hides Wet-Salted Cattle [%],2011,2011,80,Y
272,"Serbia, Republic of",919,"Cattle Hides, Fresh",928,Skins Wet-Salt Calves [%],2011,2011,20,Y
272,"Serbia, Republic of",976,Sheep,978,"Offals of Sheep, Edible [%]",2011,2011,100,Y
272,"Serbia, Republic of",976,Sheep,979,Fat of Sheep [%],2011,2011,100,Y
272,"Serbia, Republic of",976,Sheep,995,"Sheepskins, Fresh [%]",2011,2011,100,Y
272,"Serbia, Republic of",982,Sheep Milk,984,Cheese of Sheep Milk [%],2011,2011,100,Y
272,"Serbia, Republic of",995,"Sheepskins, Fresh",996,Skin Wet-Salted Sheep [%],2011,2011,50,Y
272,"Serbia, Republic of",995,"Sheepskins, Fresh",999,Skin With Wool Sheep [%],2011,2011,50,Y
272,"Serbia, Republic of",996,Skin Wet-Salted Sheep,997,Skin Dry-Salted Sheep [%],2011,2011,100,Y
272,"Serbia, Republic of",1016,Goats,1017,Goat Meat [%],2011,2011,100,Y
272,"Serbia, Republic of",1016,Goats,1032,Indigenous Goat Meat [%],2011,2011,100,Y
272,"Serbia, Republic of",1034,Pigs,1036,"Offals of Pigs, Edible [%]",2011,2011,100,Y
272,"Serbia, Republic of",1034,Pigs,1037,Fat of Pigs [%],2011,2011,100,Y
272,"Serbia, Republic of",1034,Pigs,1044,"Pigskins, Fresh [%]",2011,2011,100,Y
272,"Serbia, Republic of",1035,Pigmeat,1038,Pork [%],2011,2011,5,Y
272,"Serbia, Republic of",1035,Pigmeat,1039,Bacon-Ham of Pigs [%],2011,2011,10,Y
272,"Serbia, Republic of",1035,Pigmeat,1040,Pig Butcher Fat [%],2011,2011,5,Y
272,"Serbia, Republic of",1035,Pigmeat,1041,Sausages Pig Meat [%],2011,2011,40,Y
272,"Serbia, Republic of",1035,Pigmeat,1042,Meat Preparations Pigs [%],2011,2011,40,Y
272,"Serbia, Republic of",1037,Fat of Pigs,1043,Lard [%],2011,2011,50,Y
272,"Serbia, Republic of",1037,Fat of Pigs,1225,Tallow [%],2011,2011,50,Y
272,"Serbia, Republic of",1040,Pig Butcher Fat,1168,Animal Oils and Fats nes [%],2011,2011,100,Y
272,"Serbia, Republic of",1044,"Pigskins, Fresh",1045,Skin Wet-Salted Pigs [%],2011,2011,100,Y
272,"Serbia, Republic of",1057,Chickens,1059,Offals Liver of Chickens [%],2011,2011,100,Y
272,"Serbia, Republic of",1058,Chicken Meat,1060,Fat Liver Prep(Foie Gras [%],2011,2011,100,Y
272,"Serbia, Republic of",1062,Hen Eggs,1063,Eggs Liquid Hen [%],2011,2011,100,Y
197,Sierra Leone,125,Cassava,127,Cassava Tapioca [%],2011,2011,3,Y
197,Sierra Leone,125,Cassava,128,Cassava Dried [%],2011,2011,97,Y
197,Sierra Leone,243,Groundnuts Shelled,244,Oil of Groundnuts [%],2011,2011,70,Y
197,Sierra Leone,243,Groundnuts Shelled,245,Cake of Groundnuts [%],2011,2011,70,Y
197,Sierra Leone,243,Groundnuts Shelled,246,Prepared Groundnuts [%],2011,2011,30,Y
197,Sierra Leone,1140,Rabbits,1141,Rabbit Meat [%],2011,2011,100,Y
197,Sierra Leone,1140,Rabbits,1146,Rabbit Skins [%],2011,2011,100,Y
199,Slovakia,23,Wheat Starch,172,Glucose and Dextrose [%],2011,2011,100,Y
199,Slovakia,56,Maize,57,Germ of Maize [%],2011,2011,77,Y
199,Slovakia,56,Maize,58,Flour of Maize [%],2011,2011,77,Y
199,Slovakia,56,Maize,59,Bran of Maize [%],2011,2011,77,Y
199,Slovakia,56,Maize,632,Alcohol Non Food Purpose [%],2011,2011,23,Y
199,Slovakia,75,Oats,76,"Oats, Rolled [%]",2011,2011,40,Y
199,Slovakia,75,Oats,77,Bran of Oats [%],2011,2011,40,Y
199,Slovakia,75,Oats,113,Cereal Prep nes [%],2011,2011,60,Y
199,Slovakia,164,Sugar Refined,167,Sugar and Syrups nes [%],2011,2011,80,Y
199,Slovakia,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,20,Y
199,Slovakia,172,Glucose and Dextrose,175,Isoglucose [%],2011,2011,90,Y
199,Slovakia,172,Glucose and Dextrose,633,Beverages Non-Alcoholic [%],2011,2011,10,Y
199,Slovakia,211,Pulses nes,212,Flour of Pulses [%],2011,2011,100,Y
199,Slovakia,334,Oil of Linseed,1274,Oils Boiled etc [%],2011,2011,0,Y
199,Slovakia,486,Bananas,624,Flour of Fruit [%],2011,2011,100,Y
199,Slovakia,512,Citrus Fruit nes,513,Citrusjuice Single-Stren [%],2011,2011,100,Y
199,Slovakia,619,Fruit Fresh nes,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
199,Slovakia,619,Fruit Fresh nes,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
199,Slovakia,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,97,Y
199,Slovakia,656,"Coffee, Green",658,Coffee Subst Cont Coffee [%],2011,2011,3,Y
199,Slovakia,677,Hops,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
199,Slovakia,677,Hops,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
199,Slovakia,867,Beef and Veal,870,"Beef and Veal,Boneless [%]",2011,2011,98,Y
199,Slovakia,867,Beef and Veal,871,Cattle Butcher Fat [%],2011,2011,98,Y
199,Slovakia,867,Beef and Veal,877,Homogenized Meat Prep. [%],2011,2011,2,Y
199,Slovakia,920,Hides Wet-Salted Cattle,921,Hides Dry-Salted Cattle [%],2011,2011,100,Y
199,Slovakia,1058,Chicken Meat,1059,Offals Liver of Chickens [%],2011,2011,0,Y
199,Slovakia,1058,Chicken Meat,1061,Meat Canned Chicken [%],2011,2011,0,Y
199,Slovakia,1058,Chicken Meat,1065,Fat of Poultry [%],2011,2011,100,Y
199,Slovakia,1166,Meat nes,1164,"Meat, Dried, nes [%]",2011,2011,80,Y
199,Slovakia,1166,Meat nes,1172,Meat Prepared nes [%],2011,2011,20,Y
198,Slovenia,58,Flour of Maize,63,Maize Gluten [%],2011,2011,100,Y
198,Slovenia,58,Flour of Maize,64,Starch of Maize [%],2011,2011,100,Y
198,Slovenia,237,Oil of Soya Beans,1242,Margarine + Shortening [%],2011,2011,100,Y
198,Slovenia,257,Oil of Palm,1242,Margarine + Shortening [%],2011,2011,100,Y
198,Slovenia,268,Oil of Sunflower Seed,1274,Oils Boiled etc [%],2011,2011,100,Y
198,Slovenia,271,Oil of Rapeseed,1274,Oils Boiled etc [%],2011,2011,100,Y
198,Slovenia,289,Sesame Seed,290,Oil of Sesame Seed [%],2011,2011,100,Y
198,Slovenia,289,Sesame Seed,291,Cake of Sesame Seed [%],2011,2011,100,Y
198,Slovenia,334,Oil of Linseed,1274,Oils Boiled etc [%],2011,2011,100,Y
198,Slovenia,563,Must of Grapes,564,Wine [%],2011,2011,100,Y
198,Slovenia,574,Pineapples,576,Pineapplejuice Sing-Stre [%],2011,2011,100,Y
198,Slovenia,871,Cattle Butcher Fat,1168,Animal Oils and Fats nes [%],2011,2011,30,Y
198,Slovenia,871,Cattle Butcher Fat,1225,Tallow [%],2011,2011,70,Y
198,Slovenia,920,Hides Wet-Salted Cattle,921,Hides Dry-Salted Cattle [%],2011,2011,100,Y
198,Slovenia,1016,Goats,1017,Goat Meat [%],2011,2011,100,Y
198,Slovenia,1016,Goats,1018,"Offals of Goats, Edible [%]",2011,2011,100,Y
198,Slovenia,1016,Goats,1019,Fat of Goats [%],2011,2011,100,Y
198,Slovenia,1016,Goats,1025,"Goatskins, Fresh [%]",2011,2011,100,Y
198,Slovenia,1025,"Goatskins, Fresh",1026,Skins Wet-Salted Goats [%],2011,2011,100,Y
198,Slovenia,1043,Lard,1243,Fat Preparations nes [%],2011,2011,100,Y
25,Solomon Islands,16,Flour of Wheat,20,Bread [%],2011,2011,0,Y
25,Solomon Islands,49,Malt of Barley,51,Beer of Barley [%],2011,2011,100,Y
25,Solomon Islands,251,Copra,252,Oil of Coconuts [%],2011,2011,100,Y
25,Solomon Islands,251,Copra,253,Cake of Coconuts [%],2011,2011,100,Y
201,Somalia,328,Seed Cotton,769,Cotton Waste [%],2011,2011,100,Y
202,South Africa,56,Maize,57,Germ of Maize [%],2011,2011,100,Y
202,South Africa,56,Maize,58,Flour of Maize [%],2011,2011,100,Y
202,South Africa,56,Maize,59,Bran of Maize [%],2011,2011,100,Y
202,South Africa,58,Flour of Maize,63,Maize Gluten [%],2011,2011,100,Y
202,South Africa,58,Flour of Maize,64,Starch of Maize [%],2011,2011,100,Y
202,South Africa,84,Flour of Sorghum,51,Beer of Barley [%],2011,2011,100,Y
202,South Africa,84,Flour of Sorghum,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
202,South Africa,116,Potatoes,117,Flour of Potatoes [%],2011,2011,50,Y
202,South Africa,116,Potatoes,118,"Potatoes, frozen [%]",2011,2011,10,Y
202,South Africa,116,Potatoes,120,Potato Offals [%],2011,2011,10,Y
202,South Africa,116,Potatoes,121,Potato Tapioca [%],2011,2011,40,Y
202,South Africa,164,Sugar Refined,167,Sugar and Syrups nes [%],2011,2011,10,Y
202,South Africa,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,60,Y
202,South Africa,243,Groundnuts Shelled,244,Oil of Groundnuts [%],2011,2011,98,Y
202,South Africa,243,Groundnuts Shelled,245,Cake of Groundnuts [%],2011,2011,98,Y
202,South Africa,243,Groundnuts Shelled,246,Prepared Groundnuts [%],2011,2011,2,Y
202,South Africa,339,Oilseeds nes,340,Oil of Veget Origin nes [%],2011,2011,60,Y
202,South Africa,339,Oilseeds nes,341,Cakes of Oilseeds [%],2011,2011,60,Y
202,South Africa,339,Oilseeds nes,343,Flour/Meal of Oilseeds [%],2011,2011,40,Y
202,South Africa,463,Vegetables Fresh nes,466,Juice of Vegetables nes [%],2011,2011,10,Y
202,South Africa,463,Vegetables Fresh nes,471,Vegetables Pr by Vinegar [%],2011,2011,15,Y
202,South Africa,463,Vegetables Fresh nes,473,Vegetables Frozen [%],2011,2011,56,Y
202,South Africa,463,Vegetables Fresh nes,475,Veg.Prep or Pres.Frozen [%],2011,2011,4,Y
202,South Africa,507,Grapefruit and Pomelos,509,Grapefruitjuice Sing-Str [%],2011,2011,50,Y
202,South Africa,507,Grapefruit and Pomelos,510,Grapefruitjuice Concentr [%],2011,2011,50,Y
202,South Africa,564,Wine,565,Vermouths and Similar [%],2011,2011,1,Y
202,South Africa,564,Wine,634,Beverages Dist Alcoholic [%],2011,2011,99,Y
202,South Africa,574,Pineapples,575,"Pineapples, Canned [%]",2011,2011,30,Y
202,South Africa,574,Pineapples,576,Pineapplejuice Sing-Stre [%],2011,2011,30,Y
202,South Africa,574,Pineapples,580,Pineapplejuice Concentr. [%],2011,2011,70,Y
203,Spain,32,"Rice, Broken",41,Breakfast Cereals [%],2011,2011,20,Y
203,Spain,32,"Rice, Broken",113,Cereal Prep nes [%],2011,2011,60,Y
203,Spain,231,Almonds Shelled,235,Preprd Nuts(Excl.Grnuts) [%],2011,2011,100,Y
203,Spain,236,Soybeans,237,Oil of Soya Beans [%],2011,2011,100,Y
203,Spain,236,Soybeans,238,Cake of Soya Beans [%],2011,2011,100,Y
203,Spain,495,Tang.Mand.Clement.Satsma,513,Citrusjuice Single-Stren [%],2011,2011,60,Y
203,Spain,495,Tang.Mand.Clement.Satsma,514,Citrusjuice Concentrated [%],2011,2011,40,Y
203,Spain,507,Grapefruit and Pomelos,509,Grapefruitjuice Sing-Str [%],2011,2011,0,Y
203,Spain,507,Grapefruit and Pomelos,510,Grapefruitjuice Concentr [%],2011,2011,100,Y
203,Spain,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,82,Y
203,Spain,656,"Coffee, Green",659,Coffee Extracts [%],2011,2011,18,Y
203,Spain,867,Beef and Veal,870,"Beef and Veal,Boneless [%]",2011,2011,99,Y
203,Spain,867,Beef and Veal,877,Homogenized Meat Prep. [%],2011,2011,1,Y
203,Spain,1035,Pigmeat,1038,Pork [%],2011,2011,96.06,Y
203,Spain,1035,Pigmeat,1039,Bacon-Ham of Pigs [%],2011,2011,2,Y
203,Spain,1035,Pigmeat,1040,Pig Butcher Fat [%],2011,2011,96.06,Y
203,Spain,1035,Pigmeat,1041,Sausages Pig Meat [%],2011,2011,1,Y
203,Spain,1040,Pig Butcher Fat,1221,Lard and Stearine Oil [%],2011,2011,100,Y
203,Spain,1057,Chickens,1059,Offals Liver of Chickens [%],2011,2011,100,Y
203,Spain,1079,Turkeys,1081,Offals Liver Turkeys [%],2011,2011,100,Y
38,Sri Lanka,27,"Rice, Paddy",28,"Rice, Husked [%]",2011,2011,2,Y
38,Sri Lanka,27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,98,Y
38,Sri Lanka,27,"Rice, Paddy",35,Bran of Rice [%],2011,2011,98,Y
38,Sri Lanka,28,"Rice, Husked",29,Milled/Husked Rice [%],2011,2011,100,Y
38,Sri Lanka,32,"Rice, Broken",38,Rice Flour [%],2011,2011,60,Y
38,Sri Lanka,32,"Rice, Broken",51,Beer of Barley [%],2011,2011,40,Y
38,Sri Lanka,32,"Rice, Broken",654,Dregs from Brewing+Dist. [%],2011,2011,40,Y
38,Sri Lanka,116,Potatoes,120,Potato Offals [%],2011,2011,100,Y
38,Sri Lanka,243,Groundnuts Shelled,235,Preprd Nuts(Excl.Grnuts) [%],2011,2011,80,Y
38,Sri Lanka,243,Groundnuts Shelled,244,Oil of Groundnuts [%],2011,2011,20,Y
38,Sri Lanka,243,Groundnuts Shelled,245,Cake of Groundnuts [%],2011,2011,20,Y
38,Sri Lanka,463,Vegetables Fresh nes,469,Vegetables Dehydrated [%],2011,2011,10,Y
38,Sri Lanka,463,Vegetables Fresh nes,471,Vegetables Pr by Vinegar [%],2011,2011,50,Y
38,Sri Lanka,463,Vegetables Fresh nes,473,Vegetables Frozen [%],2011,2011,15,Y
38,Sri Lanka,463,Vegetables Fresh nes,474,Veg. in Temp Preservativ [%],2011,2011,23,Y
38,Sri Lanka,1035,Pigmeat,1038,Pork [%],2011,2011,95,Y
38,Sri Lanka,1035,Pigmeat,1039,Bacon-Ham of Pigs [%],2011,2011,5,Y
38,Sri Lanka,1035,Pigmeat,1040,Pig Butcher Fat [%],2011,2011,95,Y
38,Sri Lanka,1040,Pig Butcher Fat,1243,Fat Preparations nes [%],2011,2011,100,Y
206,Sudan,83,Sorghum,84,Flour of Sorghum [%],2011,2011,95,Y
206,Sudan,83,Sorghum,85,Bran of Sorghum [%],2011,2011,95,Y
206,Sudan,83,Sorghum,86,Beer of Sorghum [%],2011,2011,5,Y
206,Sudan,83,Sorghum,654,Dregs from Brewing+Dist. [%],2011,2011,5,Y
206,Sudan,211,Pulses nes,212,Flour of Pulses [%],2011,2011,100,Y
206,Sudan,211,Pulses nes,213,Bran of Pulses [%],2011,2011,100,Y
206,Sudan,339,Oilseeds nes,340,Oil of Veget Origin nes [%],2011,2011,100,Y
206,Sudan,339,Oilseeds nes,341,Cakes of Oilseeds [%],2011,2011,100,Y
206,Sudan,463,Vegetables Fresh nes,469,Vegetables Dehydrated [%],2011,2011,95,Y
206,Sudan,463,Vegetables Fresh nes,474,Veg. in Temp Preservativ [%],2011,2011,5,Y
206,Sudan,603,Fruit Tropical Fresh nes,604,Fruit Tropical Dried nes [%],2011,2011,100,Y
206,Sudan,882,"Cow Milk, Whole, Fresh",886,Butter of Cow Milk [%],2011,2011,60,Y
206,Sudan,882,"Cow Milk, Whole, Fresh",888,Skim Milk of Cows [%],2011,2011,60,Y
206,Sudan,882,"Cow Milk, Whole, Fresh",901,Cheese (Whole Cow Milk) [%],2011,2011,40,Y
206,Sudan,882,"Cow Milk, Whole, Fresh",903,"Whey, Fresh [%]",2011,2011,40,Y
206,Sudan,919,"Cattle Hides, Fresh",920,Hides Wet-Salted Cattle [%],2011,2011,90,Y
206,Sudan,919,"Cattle Hides, Fresh",928,Skins Wet-Salt Calves [%],2011,2011,9,Y
206,Sudan,919,"Cattle Hides, Fresh",930,Skins nes Calves [%],2011,2011,1,Y
206,Sudan,995,"Sheepskins, Fresh",996,Skin Wet-Salted Sheep [%],2011,2011,98,Y
206,Sudan,995,"Sheepskins, Fresh",998,Skin nes Sheep [%],2011,2011,1,Y
206,Sudan,995,"Sheepskins, Fresh",999,Skin With Wool Sheep [%],2011,2011,1,Y
206,Sudan,1025,"Goatskins, Fresh",1026,Skins Wet-Salted Goats [%],2011,2011,99,Y
206,Sudan,1025,"Goatskins, Fresh",1028,Skins nes Goats [%],2011,2011,1,Y
206,Sudan,1068,Ducks,1069,Duck Meat [%],2011,2011,100,Y
207,Suriname,490,Oranges,492,Oranjuice Concentrated [%],2011,2011,100,Y
207,Suriname,490,Oranges,628,Fruit Pulp for Feed [%],2011,2011,100,Y
209,Swaziland,16,Flour of Wheat,23,Wheat Starch [%],2011,2011,100,Y
209,Swaziland,16,Flour of Wheat,24,Wheat Gluten [%],2011,2011,100,Y
209,Swaziland,49,Malt of Barley,51,Beer of Barley [%],2011,2011,100,Y
209,Swaziland,49,Malt of Barley,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
209,Swaziland,56,Maize,58,Flour of Maize [%],2011,2011,90,Y
209,Swaziland,56,Maize,59,Bran of Maize [%],2011,2011,90,Y
209,Swaziland,56,Maize,66,Beer of Maize [%],2011,2011,10,Y
209,Swaziland,56,Maize,654,Dregs from Brewing+Dist. [%],2011,2011,10,Y
209,Swaziland,58,Flour of Maize,63,Maize Gluten [%],2011,2011,100,Y
209,Swaziland,58,Flour of Maize,64,Starch of Maize [%],2011,2011,100,Y
209,Swaziland,64,Starch of Maize,172,Glucose and Dextrose [%],2011,2011,100,Y
209,Swaziland,83,Sorghum,654,Dregs from Brewing+Dist. [%],2011,2011,30,Y
209,Swaziland,156,Sugar Cane,158,Cane Sugar [%],2011,2011,99.7,Y
209,Swaziland,156,Sugar Cane,165,Molasses [%],2011,2011,99.7,Y
209,Swaziland,156,Sugar Cane,167,Sugar and Syrups nes [%],2011,2011,0.3,Y
209,Swaziland,156,Sugar Cane,170,Bagasse [%],2011,2011,99.7,Y
209,Swaziland,156,Sugar Cane,632,Alcohol Non Food Purpose [%],2011,2011,0,Y
209,Swaziland,156,Sugar Cane,654,Dregs from Brewing+Dist. [%],2011,2011,0,Y
209,Swaziland,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,100,Y
209,Swaziland,165,Molasses,632,Alcohol Non Food Purpose [%],2011,2011,100,Y
209,Swaziland,165,Molasses,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
209,Swaziland,211,Pulses nes,212,Flour of Pulses [%],2011,2011,100,Y
209,Swaziland,211,Pulses nes,213,Bran of Pulses [%],2011,2011,100,Y
209,Swaziland,328,Seed Cotton,769,Cotton Waste [%],2011,2011,100,Y
209,Swaziland,388,Tomatoes,391,Tomato Paste [%],2011,2011,100,Y
209,Swaziland,463,Vegetables Fresh nes,471,Vegetables Pr by Vinegar [%],2011,2011,10,Y
209,Swaziland,463,Vegetables Fresh nes,472,Vegetables Prepared nes [%],2011,2011,90,Y
209,Swaziland,490,Oranges,491,Oranjuice Single-Strengt [%],2011,2011,20,Y
209,Swaziland,490,Oranges,623,Fruit Prepared nes [%],2011,2011,80,Y
209,Swaziland,490,Oranges,628,Fruit Pulp for Feed [%],2011,2011,20,Y
209,Swaziland,507,Grapefruit and Pomelos,509,Grapefruitjuice Sing-Str [%],2011,2011,23,Y
209,Swaziland,507,Grapefruit and Pomelos,623,Fruit Prepared nes [%],2011,2011,77,Y
209,Swaziland,507,Grapefruit and Pomelos,628,Fruit Pulp for Feed [%],2011,2011,23,Y
209,Swaziland,515,Apples,623,Fruit Prepared nes [%],2011,2011,100,Y
209,Swaziland,536,Plums,626,Homogen.Cooked Fruit Pre [%],2011,2011,100,Y
209,Swaziland,574,Pineapples,628,Fruit Pulp for Feed [%],2011,2011,100,Y
209,Swaziland,867,Beef and Veal,870,"Beef and Veal,Boneless [%]",2011,2011,25,Y
209,Swaziland,867,Beef and Veal,871,Cattle Butcher Fat [%],2011,2011,25,Y
209,Swaziland,867,Beef and Veal,875,Beef Preparations [%],2011,2011,75,Y
210,Sweden,103,Mixed Grain,16,Flour of Wheat [%],2011,2011,0,Y
210,Sweden,103,Mixed Grain,104,Flour of Mixed Grain [%],2011,2011,100,Y
210,Sweden,103,Mixed Grain,105,Bran of Mixed Grain [%],2011,2011,100,Y
210,Sweden,1035,Pigmeat,1038,Pork [%],2011,2011,100,Y
210,Sweden,1035,Pigmeat,1040,Pig Butcher Fat [%],2011,2011,100,Y
210,Sweden,1080,Turkey Meat,1081,Offals Liver Turkeys [%],2011,2011,100,Y
211,Switzerland,97,Triticale,98,Flour of Triticale [%],2011,2011,100,Y
211,Switzerland,97,Triticale,99,Bran of Triticale [%],2011,2011,100,Y
211,Switzerland,257,Oil of Palm,1242,Margarine + Shortening [%],2011,2011,100,Y
211,Switzerland,257,Oil of Palm,1274,Oils Boiled etc [%],2011,2011,0,Y
211,Switzerland,258,Oil of Palm Kernels,1242,Margarine + Shortening [%],2011,2011,100,Y
